Run	Sample Characteristic[organism]	Sample Characteristic Ontology Term[organism]	Sample Characteristic[cell line]	Sample Characteristic Ontology Term[cell line]	Sample Characteristic[disease]	Sample Characteristic Ontology Term[disease]	Sample Characteristic[organism part]	Sample Characteristic Ontology Term[organism part]	Factor Value[cell line]	Factor Value Ontology Term[cell line]	Factor Value[disease]	Factor Value Ontology Term[disease]	Analysed
SRR8616155	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	OVSAHO	http://www.ebi.ac.uk/efo/EFO_0006727	high grade ovarian serous adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_1001958	ovary	http://purl.obolibrary.org/obo/UBERON_0000992	OVSAHO	http://www.ebi.ac.uk/efo/EFO_0006727	high grade ovarian serous adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_1001958	Yes
SRR8616156	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	NCI-H650	http://www.ebi.ac.uk/efo/EFO_0002298	lung adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000571	lung	http://purl.obolibrary.org/obo/UBERON_0002048	NCI-H650	http://www.ebi.ac.uk/efo/EFO_0002298	lung adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000571	Yes
SRR8616157	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	NCI-H660		prostate carcinoma	http://www.ebi.ac.uk/efo/EFO_0001663	prostate	http://purl.obolibrary.org/obo/UBERON_0002367	NCI-H660		prostate carcinoma	http://www.ebi.ac.uk/efo/EFO_0001663	Yes
SRR8616158	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	NCI-H661	http://www.ebi.ac.uk/efo/EFO_0002299	large cell lung carcinoma	http://www.ebi.ac.uk/efo/EFO_0003050	lung	http://purl.obolibrary.org/obo/UBERON_0002048	NCI-H661	http://www.ebi.ac.uk/efo/EFO_0002299	large cell lung carcinoma	http://www.ebi.ac.uk/efo/EFO_0003050	Yes
SRR8616159	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	NCI-H684		colon adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000365	liver	http://purl.obolibrary.org/obo/UBERON_0002107	NCI-H684		colon adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000365	Yes
SRR8616160	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	NCI-H524	http://www.ebi.ac.uk/efo/EFO_0002296	small cell lung carcinoma	http://www.ebi.ac.uk/efo/EFO_0000702	lung	http://purl.obolibrary.org/obo/UBERON_0002048	NCI-H524	http://www.ebi.ac.uk/efo/EFO_0002296	small cell lung carcinoma	http://www.ebi.ac.uk/efo/EFO_0000702	Yes
SRR8616161	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	NCI-H526		small cell lung carcinoma	http://www.ebi.ac.uk/efo/EFO_0000702	lung	http://purl.obolibrary.org/obo/UBERON_0002048	NCI-H526		small cell lung carcinoma	http://www.ebi.ac.uk/efo/EFO_0000702	Yes
SRR8616162	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	NCI-H596	http://www.ebi.ac.uk/efo/EFO_0006694	adenosquamous lung carcinoma	http://www.ebi.ac.uk/efo/EFO_0000233	lung	http://purl.obolibrary.org/obo/UBERON_0002048	NCI-H596	http://www.ebi.ac.uk/efo/EFO_0006694	adenosquamous lung carcinoma	http://www.ebi.ac.uk/efo/EFO_0000233	Yes
SRR8616163	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	NCI-H647		adenosquamous lung carcinoma	http://www.ebi.ac.uk/efo/EFO_0000233	lung	http://purl.obolibrary.org/obo/UBERON_0002048	NCI-H647		adenosquamous lung carcinoma	http://www.ebi.ac.uk/efo/EFO_0000233	Yes
SRR8616164	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	697		B-cell acute lymphoblastic leukemia	http://www.ebi.ac.uk/efo/EFO_0000094	hematopoietic system and lymphoid system		697		B-cell acute lymphoblastic leukemia	http://www.ebi.ac.uk/efo/EFO_0000094	Yes
SRR8616165	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	647-V	http://www.ebi.ac.uk/efo/EFO_0002098	bladder transitional cell carcinoma	http://www.ebi.ac.uk/efo/EFO_0006544	urinary tract		647-V	http://www.ebi.ac.uk/efo/EFO_0002098	bladder transitional cell carcinoma	http://www.ebi.ac.uk/efo/EFO_0006544	Yes
SRR8616166	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	253J		bladder carcinoma	http://purl.obolibrary.org/obo/MONDO_0004986	urinary tract		253J		bladder carcinoma	http://purl.obolibrary.org/obo/MONDO_0004986	Yes
SRR8616167	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	253J-BV		bladder carcinoma	http://purl.obolibrary.org/obo/MONDO_0004986	urinary tract		253J-BV		bladder carcinoma	http://purl.obolibrary.org/obo/MONDO_0004986	Yes
SRR8616168	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	23132/87	http://www.ebi.ac.uk/efo/EFO_0006528	gastric adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000503	stomach	http://purl.obolibrary.org/obo/UBERON_0000945	23132/87	http://www.ebi.ac.uk/efo/EFO_0006528	gastric adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000503	Yes
SRR8616169	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	22Rv1	http://www.ebi.ac.uk/efo/EFO_0002095	prostate carcinoma	http://www.ebi.ac.uk/efo/EFO_0001663	prostate	http://purl.obolibrary.org/obo/UBERON_0002367	22Rv1	http://www.ebi.ac.uk/efo/EFO_0002095	prostate carcinoma	http://www.ebi.ac.uk/efo/EFO_0001663	Yes
SRR8616170	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	639-V	http://www.ebi.ac.uk/efo/EFO_0002097	ureter urothelial carcinoma	http://www.ebi.ac.uk/efo/EFO_1001973	urinary tract		639-V	http://www.ebi.ac.uk/efo/EFO_0002097	ureter urothelial carcinoma	http://www.ebi.ac.uk/efo/EFO_1001973	Yes
SRR8616171	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	59M	http://www.ebi.ac.uk/efo/EFO_0006358	high grade ovarian serous adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_1001958	ovary	http://purl.obolibrary.org/obo/UBERON_0000992	59M	http://www.ebi.ac.uk/efo/EFO_0006358	high grade ovarian serous adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_1001958	Yes
SRR8616172	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	5637	http://www.ebi.ac.uk/efo/EFO_0002096	bladder carcinoma	http://purl.obolibrary.org/obo/MONDO_0004986	urinary tract		5637	http://www.ebi.ac.uk/efo/EFO_0002096	bladder carcinoma	http://purl.obolibrary.org/obo/MONDO_0004986	Yes
SRR8616173	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	42-MG-BA		glioblastoma	http://www.ebi.ac.uk/efo/EFO_0000519	central nervous system	http://purl.obolibrary.org/obo/UBERON_0001017	42-MG-BA		glioblastoma	http://www.ebi.ac.uk/efo/EFO_0000519	Yes
SRR8616174	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	HCC1954	http://www.ebi.ac.uk/efo/EFO_0001175	breast ductal adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0006318	breast	http://purl.obolibrary.org/obo/UBERON_0000310	HCC1954	http://www.ebi.ac.uk/efo/EFO_0001175	breast ductal adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0006318	Yes
SRR8616175	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	HCC202	http://www.ebi.ac.uk/efo/EFO_0001176	breast ductal adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0006318	breast	http://purl.obolibrary.org/obo/UBERON_0000310	HCC202	http://www.ebi.ac.uk/efo/EFO_0001176	breast ductal adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0006318	Yes
SRR8616176	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	HCC-15	http://www.ebi.ac.uk/efo/EFO_0003129	squamous cell lung carcinoma	http://www.ebi.ac.uk/efo/EFO_0000708	lung	http://purl.obolibrary.org/obo/UBERON_0002048	HCC-15	http://www.ebi.ac.uk/efo/EFO_0003129	squamous cell lung carcinoma	http://www.ebi.ac.uk/efo/EFO_0000708	Yes
SRR8616177	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	HCC1806	http://www.ebi.ac.uk/efo/EFO_0005373	squamous cell breast carcinoma, acantholytic variant	http://www.ebi.ac.uk/efo/EFO_1001969	breast	http://purl.obolibrary.org/obo/UBERON_0000310	HCC1806	http://www.ebi.ac.uk/efo/EFO_0005373	squamous cell breast carcinoma, acantholytic variant	http://www.ebi.ac.uk/efo/EFO_1001969	Yes
SRR8616178	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	HCC-1833		lung adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000571	lung	http://purl.obolibrary.org/obo/UBERON_0002048	HCC-1833		lung adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000571	Yes
SRR8616179	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	HCC1937	http://www.ebi.ac.uk/efo/EFO_0001174	breast ductal adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0006318	breast	http://purl.obolibrary.org/obo/UBERON_0000310	HCC1937	http://www.ebi.ac.uk/efo/EFO_0001174	breast ductal adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0006318	Yes
SRR8616180	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	HCC1500	http://www.ebi.ac.uk/efo/EFO_0001172	breast ductal adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0006318	breast	http://purl.obolibrary.org/obo/UBERON_0000310	HCC1500	http://www.ebi.ac.uk/efo/EFO_0001172	breast ductal adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0006318	Yes
SRR8616181	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	HCC1569	http://www.ebi.ac.uk/efo/EFO_0001173	breast ductal adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0006318	breast	http://purl.obolibrary.org/obo/UBERON_0000310	HCC1569	http://www.ebi.ac.uk/efo/EFO_0001173	breast ductal adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0006318	Yes
SRR8616182	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	HCC-1588		squamous cell lung carcinoma	http://www.ebi.ac.uk/efo/EFO_0000708	lung	http://purl.obolibrary.org/obo/UBERON_0002048	HCC-1588		squamous cell lung carcinoma	http://www.ebi.ac.uk/efo/EFO_0000708	Yes
SRR8616183	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	HCC1599	http://www.ebi.ac.uk/efo/EFO_0002186	breast ductal adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0006318	breast	http://purl.obolibrary.org/obo/UBERON_0000310	HCC1599	http://www.ebi.ac.uk/efo/EFO_0002186	breast ductal adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0006318	Yes
SRR8616184	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	Sq-1		squamous cell lung carcinoma	http://www.ebi.ac.uk/efo/EFO_0000708	lung	http://purl.obolibrary.org/obo/UBERON_0002048	Sq-1		squamous cell lung carcinoma	http://www.ebi.ac.uk/efo/EFO_0000708	Yes
SRR8616185	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	LoVo	http://www.ebi.ac.uk/efo/EFO_0006639	colon adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000365	large intestine	http://purl.obolibrary.org/obo/UBERON_0000059	LoVo	http://www.ebi.ac.uk/efo/EFO_0006639	colon adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000365	Yes
SRR8616186	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	LOX IMVI	http://www.ebi.ac.uk/efo/EFO_0006284	amelanotic melanoma	http://www.ebi.ac.uk/efo/EFO_1001937	skin	http://purl.obolibrary.org/obo/UBERON_0000014	LOX IMVI	http://www.ebi.ac.uk/efo/EFO_0006284	amelanotic melanoma	http://www.ebi.ac.uk/efo/EFO_1001937	Yes
SRR8616187	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	NCI-H1563	http://www.ebi.ac.uk/efo/EFO_0002255	lung adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000571	lung	http://purl.obolibrary.org/obo/UBERON_0002048	NCI-H1563	http://www.ebi.ac.uk/efo/EFO_0002255	lung adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000571	Yes
SRR8616188	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	NCI-H146	http://www.ebi.ac.uk/efo/EFO_0006659	small cell lung carcinoma	http://www.ebi.ac.uk/efo/EFO_0000702	lung	http://purl.obolibrary.org/obo/UBERON_0002048	NCI-H146	http://www.ebi.ac.uk/efo/EFO_0006659	small cell lung carcinoma	http://www.ebi.ac.uk/efo/EFO_0000702	Yes
SRR8616189	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	NCI-H1573	http://www.ebi.ac.uk/efo/EFO_0002256	lung adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000571	lung	http://purl.obolibrary.org/obo/UBERON_0002048	NCI-H1573	http://www.ebi.ac.uk/efo/EFO_0002256	lung adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000571	Yes
SRR8616190	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	NCI-H1568	http://www.ebi.ac.uk/efo/EFO_0006660	lung adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000571	lung	http://purl.obolibrary.org/obo/UBERON_0002048	NCI-H1568	http://www.ebi.ac.uk/efo/EFO_0006660	lung adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000571	Yes
SRR8616191	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	NCI-H1618	http://www.ebi.ac.uk/efo/EFO_0002258	small cell lung carcinoma	http://www.ebi.ac.uk/efo/EFO_0000702	lung	http://purl.obolibrary.org/obo/UBERON_0002048	NCI-H1618	http://www.ebi.ac.uk/efo/EFO_0002258	small cell lung carcinoma	http://www.ebi.ac.uk/efo/EFO_0000702	Yes
SRR8616192	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	NCI-H1581	http://www.ebi.ac.uk/efo/EFO_0002257	large cell lung carcinoma	http://www.ebi.ac.uk/efo/EFO_0003050	lung	http://purl.obolibrary.org/obo/UBERON_0002048	NCI-H1581	http://www.ebi.ac.uk/efo/EFO_0002257	large cell lung carcinoma	http://www.ebi.ac.uk/efo/EFO_0003050	Yes
SRR8616193	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	CA46	http://www.ebi.ac.uk/efo/EFO_0002124	Burkitts lymphoma	http://www.ebi.ac.uk/efo/EFO_0000309	hematopoietic system and lymphoid system		CA46	http://www.ebi.ac.uk/efo/EFO_0002124	Burkitts lymphoma	http://www.ebi.ac.uk/efo/EFO_0000309	Yes
SRR8616194	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	CACO2	http://www.ebi.ac.uk/efo/EFO_0001099	colon adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000365	large intestine	http://purl.obolibrary.org/obo/UBERON_0000059	CACO2	http://www.ebi.ac.uk/efo/EFO_0001099	colon adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000365	Yes
SRR8616195	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	BT-474	http://www.ebi.ac.uk/efo/EFO_0001093	invasive ductal carcinoma	http://www.ebi.ac.uk/efo/EFO_0000186	breast	http://purl.obolibrary.org/obo/UBERON_0000310	BT-474	http://www.ebi.ac.uk/efo/EFO_0001093	invasive ductal carcinoma	http://www.ebi.ac.uk/efo/EFO_0000186	Yes
SRR8616196	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	BT-483	http://www.ebi.ac.uk/efo/EFO_0001095	invasive ductal carcinoma	http://www.ebi.ac.uk/efo/EFO_0000186	breast	http://purl.obolibrary.org/obo/UBERON_0000310	BT-483	http://www.ebi.ac.uk/efo/EFO_0001095	invasive ductal carcinoma	http://www.ebi.ac.uk/efo/EFO_0000186	Yes
SRR8616197	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	BT-549	http://www.ebi.ac.uk/efo/EFO_0001096	invasive ductal carcinoma	http://www.ebi.ac.uk/efo/EFO_0000186	breast	http://purl.obolibrary.org/obo/UBERON_0000310	BT-549	http://www.ebi.ac.uk/efo/EFO_0001096	invasive ductal carcinoma	http://www.ebi.ac.uk/efo/EFO_0000186	Yes
SRR8616198	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	BV-173	http://www.ebi.ac.uk/efo/EFO_0002118	chronic myelogenous leukemia	http://www.ebi.ac.uk/efo/EFO_0000339	hematopoietic system and lymphoid system		BV-173	http://www.ebi.ac.uk/efo/EFO_0002118	chronic myelogenous leukemia	http://www.ebi.ac.uk/efo/EFO_0000339	Yes
SRR8616199	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	BxPC-3	http://www.ebi.ac.uk/efo/EFO_0002709	pancreatic ductal adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0002517	pancreas	http://purl.obolibrary.org/obo/UBERON_0001264	BxPC-3	http://www.ebi.ac.uk/efo/EFO_0002709	pancreatic ductal adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0002517	Yes
SRR8616200	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	C2BBe1	http://www.ebi.ac.uk/efo/EFO_0006546	colon adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000365	large intestine	http://purl.obolibrary.org/obo/UBERON_0000059	C2BBe1	http://www.ebi.ac.uk/efo/EFO_0006546	colon adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000365	Yes
SRR8616201	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	C32	http://www.ebi.ac.uk/efo/EFO_0006364	amelanotic melanoma	http://www.ebi.ac.uk/efo/EFO_1001937	skin	http://purl.obolibrary.org/obo/UBERON_0000014	C32	http://www.ebi.ac.uk/efo/EFO_0006364	amelanotic melanoma	http://www.ebi.ac.uk/efo/EFO_1001937	Yes
SRR8616202	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	C8166		adult T-cell leukemia/lymphoma	http://purl.obolibrary.org/obo/DOID_0050523	hematopoietic system and lymphoid system		C8166		adult T-cell leukemia/lymphoma	http://purl.obolibrary.org/obo/DOID_0050523	Yes
SRR8616203	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	Hs 172.T		bladder carcinoma	http://purl.obolibrary.org/obo/MONDO_0004986	fibroblast	http://purl.obolibrary.org/obo/CL_0000057	Hs 172.T		bladder carcinoma	http://purl.obolibrary.org/obo/MONDO_0004986	Yes
SRR8616204	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	Hs 229.T		lung adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000571	fibroblast	http://purl.obolibrary.org/obo/CL_0000057	Hs 229.T		lung adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000571	Yes
SRR8616205	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	HOP-62	http://www.ebi.ac.uk/efo/EFO_0006439	lung adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000571	lung	http://purl.obolibrary.org/obo/UBERON_0002048	HOP-62	http://www.ebi.ac.uk/efo/EFO_0006439	lung adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000571	Yes
SRR8616206	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	HOP-92	http://www.ebi.ac.uk/efo/EFO_0006440	non-small cell lung carcinoma	http://www.ebi.ac.uk/efo/EFO_0003060	lung	http://purl.obolibrary.org/obo/UBERON_0002048	HOP-92	http://www.ebi.ac.uk/efo/EFO_0006440	non-small cell lung carcinoma	http://www.ebi.ac.uk/efo/EFO_0003060	Yes
SRR8616207	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	HMEL		normal cell line	http://www.ebi.ac.uk/efo/EFO_0002922	breast	http://purl.obolibrary.org/obo/UBERON_0000310	HMEL		normal cell line	http://www.ebi.ac.uk/efo/EFO_0002922	Yes
SRR8616208	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	HNT-34	http://www.ebi.ac.uk/efo/EFO_0006583	acute myeloid leukemia	http://www.ebi.ac.uk/efo/EFO_0000222	hematopoietic system and lymphoid system		HNT-34	http://www.ebi.ac.uk/efo/EFO_0006583	acute myeloid leukemia	http://www.ebi.ac.uk/efo/EFO_0000222	Yes
SRR8616209	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	HPAF-II	http://www.ebi.ac.uk/efo/EFO_0002198	pancreatic ductal adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0002517	pancreas	http://purl.obolibrary.org/obo/UBERON_0001264	HPAF-II	http://www.ebi.ac.uk/efo/EFO_0002198	pancreatic ductal adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0002517	Yes
SRR8616210	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	HPB-ALL		childhood T acute lymphoblastic leukemia	http://www.ebi.ac.uk/efo/EFO_1001947	hematopoietic system and lymphoid system		HPB-ALL		childhood T acute lymphoblastic leukemia	http://www.ebi.ac.uk/efo/EFO_1001947	Yes
SRR8616211	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	HOS	http://www.ebi.ac.uk/efo/EFO_0002196	osteosarcoma	http://www.ebi.ac.uk/efo/EFO_0000637	bone	http://purl.obolibrary.org/obo/UBERON_0002481	HOS	http://www.ebi.ac.uk/efo/EFO_0002196	osteosarcoma	http://www.ebi.ac.uk/efo/EFO_0000637	Yes
SRR8616212	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	HPAC	http://www.ebi.ac.uk/efo/EFO_0002197	pancreatic adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_1000044	pancreas	http://purl.obolibrary.org/obo/UBERON_0001264	HPAC	http://www.ebi.ac.uk/efo/EFO_0002197	pancreatic adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_1000044	Yes
SRR8616213	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	EWS502		Ewing sarcoma	http://www.ebi.ac.uk/efo/EFO_0000174	bone	http://purl.obolibrary.org/obo/UBERON_0002481	EWS502		Ewing sarcoma	http://www.ebi.ac.uk/efo/EFO_0000174	Yes
SRR8616214	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	EW8		Ewing sarcoma	http://www.ebi.ac.uk/efo/EFO_0000174	bone	http://purl.obolibrary.org/obo/UBERON_0002481	EW8		Ewing sarcoma	http://www.ebi.ac.uk/efo/EFO_0000174	Yes
SRR8616215	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	FaDu	http://www.ebi.ac.uk/efo/EFO_0002178	hypopharyngeal squamous cell carcinoma	http://www.ebi.ac.uk/efo/EFO_1001960	upper digestive tract	http://purl.obolibrary.org/obo/UBERON_0004908	FaDu	http://www.ebi.ac.uk/efo/EFO_0002178	hypopharyngeal squamous cell carcinoma	http://www.ebi.ac.uk/efo/EFO_1001960	Yes
SRR8616216	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	F-36P		myelodysplastic syndrome	http://www.ebi.ac.uk/efo/EFO_0000198	hematopoietic system and lymphoid system		F-36P		myelodysplastic syndrome	http://www.ebi.ac.uk/efo/EFO_0000198	Yes
SRR8616217	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	EPLC-272H	http://www.ebi.ac.uk/efo/EFO_0006573	pulmonary mucoepidermoid carcinoma	http://www.ebi.ac.uk/efo/EFO_0006740	lung	http://purl.obolibrary.org/obo/UBERON_0002048	EPLC-272H	http://www.ebi.ac.uk/efo/EFO_0006573	pulmonary mucoepidermoid carcinoma	http://www.ebi.ac.uk/efo/EFO_0006740	Yes
SRR8616218	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	EOL-1		chronic eosinophilic leukemia	http://www.ebi.ac.uk/efo/EFO_1000178	hematopoietic system and lymphoid system		EOL-1		chronic eosinophilic leukemia	http://www.ebi.ac.uk/efo/EFO_1000178	Yes
SRR8616219	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	ESS-1		endometrial stromal sarcoma	http://www.ebi.ac.uk/efo/EFO_1000919	endometrium	http://purl.obolibrary.org/obo/UBERON_0001295	ESS-1		endometrial stromal sarcoma	http://www.ebi.ac.uk/efo/EFO_1000919	Yes
SRR8616220	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	ES-2	http://www.ebi.ac.uk/efo/EFO_0002177	ovarian clear cell adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_1000042	ovary	http://purl.obolibrary.org/obo/UBERON_0000992	ES-2	http://www.ebi.ac.uk/efo/EFO_0002177	ovarian clear cell adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_1000042	Yes
SRR8618300	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	VM-CUB1		bladder carcinoma	http://purl.obolibrary.org/obo/MONDO_0004986	urinary tract		VM-CUB1		bladder carcinoma	http://purl.obolibrary.org/obo/MONDO_0004986	Yes
SRR8618301	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	ZR-75-1	http://www.ebi.ac.uk/efo/EFO_0001262	invasive ductal carcinoma	http://www.ebi.ac.uk/efo/EFO_0000186	breast	http://purl.obolibrary.org/obo/UBERON_0000310	ZR-75-1	http://www.ebi.ac.uk/efo/EFO_0001262	invasive ductal carcinoma	http://www.ebi.ac.uk/efo/EFO_0000186	Yes
SRR8618302	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	WM983B		melanoma	http://www.ebi.ac.uk/efo/EFO_0000756	skin	http://purl.obolibrary.org/obo/UBERON_0000014	WM983B		melanoma	http://www.ebi.ac.uk/efo/EFO_0000756	Yes
SRR8618303	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	WM-88		melanoma	http://www.ebi.ac.uk/efo/EFO_0000756	skin	http://purl.obolibrary.org/obo/UBERON_0000014	WM-88		melanoma	http://www.ebi.ac.uk/efo/EFO_0000756	Yes
SRR8618304	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	ZR-75-30	http://www.ebi.ac.uk/efo/EFO_0001263	invasive ductal carcinoma	http://www.ebi.ac.uk/efo/EFO_0000186	breast	http://purl.obolibrary.org/obo/UBERON_0000310	ZR-75-30	http://www.ebi.ac.uk/efo/EFO_0001263	invasive ductal carcinoma	http://www.ebi.ac.uk/efo/EFO_0000186	Yes
SRR8618305	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	VCaP	http://www.ebi.ac.uk/efo/EFO_0007752	prostate carcinoma	http://www.ebi.ac.uk/efo/EFO_0001663	prostate	http://purl.obolibrary.org/obo/UBERON_0002367	VCaP	http://www.ebi.ac.uk/efo/EFO_0007752	prostate carcinoma	http://www.ebi.ac.uk/efo/EFO_0001663	Yes
